"board_guid","brand","board_name","price_aud","model_year","product_url"
"1dpFmvUwSW","Gnu","Gremlin 2026","969.99","2026","https://www.melbournesnowboard.com.au/products/gnu-gremlin-2026"
"tBtg11GZkI","Gnu","Riders Choice 2026","879.99","2026","https://www.melbournesnowboard.com.au/products/gnu-riders-choice"
"rVu6J9pm3a","Gnu","Facts 2026","559.99","2026","https://www.melbournesnowboard.com.au/products/gnu-facts-2026"
"LpgUDviRzN","Gnu","C Money 2026","599.99","2026","https://www.melbournesnowboard.com.au/products/gnu-c-money"
"8eKhhTup3r","Lib Tech","MC Wayfinder III 2026","1169.99","2026","https://www.melbournesnowboard.com.au/products/lib-tech-mc-wayfinder-iii"
"LLlc7aKIkS","Lib Tech","Doughboy 2026","1349.99","2026","https://www.melbournesnowboard.com.au/products/lib-tech-doughboy-2026"
"5UV718LPyy","Lib Tech","Mayhem Rocket 2026","1099.99","2026","https://www.melbournesnowboard.com.au/products/lib-tech-mayhem-rocket-2026"
"bzqEAxcLdM","Lib Tech","Mayhem Rad Ripper 2026","959.99","2026","https://www.melbournesnowboard.com.au/products/lib-tech-mayhem-rad-ripper"
"vsRCNCPdmn","Lib Tech","Mayhem Sweetfish 2026","1299.99","2026","https://www.melbournesnowboard.com.au/products/lib-tech-mayhem-sweetfish"
"ogmLc4g28O","Lib Tech","Lib Rig 2026","1099.99","2026","https://www.melbournesnowboard.com.au/products/lib-tech-lib-rig-2026"
"ESIYSaCdUS","Lib Tech","Orca 2026","1199.99","2026","https://www.melbournesnowboard.com.au/products/lib-tech-orca"
"pDmf5ennJv","Lib Tech","T. Rice Pro Camber 2026","935.99","2026","https://www.melbournesnowboard.com.au/products/lib-tech-t-rice-pro-camber"
"Iw95Ih7EIL","Lib Tech","T. Rice Pro 2026","1169.99","2026","https://www.melbournesnowboard.com.au/products/lib-tech-t-rice-pro-2026"
"FA7n3YKV1P","Lib Tech","Terrain Wrecker 2026","999.99","2026","https://www.melbournesnowboard.com.au/products/lib-tech-terrain-wrecker-2026"
"oelJQmX6Pt","Lib Tech","Dynamo 2026","969.99","2026","https://www.melbournesnowboard.com.au/products/lib-tech-dynamo-2026"
"lRje8nL8QP","Ride","Shadowban 2026","759.99","2026","https://www.melbournesnowboard.com.au/products/ride-shadowban-2026"
"whSTDVh5df","Nitro","Cheap Thrills 2026","559.99","2026","https://www.melbournesnowboard.com.au/products/nitro-cheap-thrills"
"LEdpx3Bvui","Nitro","Beast 2026","919.99","2026","https://www.melbournesnowboard.com.au/products/nitro-beast"
"bi0hABFxYL","Nitro","Team Pro 2027","999.99","2027","https://www.melbournesnowboard.com.au/products/nitro-team-pro"
"FIrOush9ym","Nitro","Squash 2026","839.99","2026","https://www.melbournesnowboard.com.au/products/nitro-squash"
"C9Vn2faiNl","Nitro","Santoku 2027","1099.99","2027","https://www.melbournesnowboard.com.au/products/nitro-santoku"
"bqRVetx7i8","Nitro","Fintwin 2026","799.99","2026","https://www.melbournesnowboard.com.au/products/nitro-fintwin-2026"
"HCIRfP46Dh","Nitro","Dinghy 2026","999.99","2026","https://www.melbournesnowboard.com.au/products/nitro-dinghy-2026"
"4L0uIaTGot","Nitro","Basher 2026","999.99","2026","https://www.melbournesnowboard.com.au/products/nitro-basher"
"D4shrOp8jr","Nitro","Slash 2026","999.99","2026","https://www.melbournesnowboard.com.au/products/nitro-slash-2026"
"L7ACf8KAB8","Burton","Mens Instigator","629.99","","https://www.melbournesnowboard.com.au/products/burton-mens-instigator"
"xrYaA4xzJm","Lib Tech","TRS 2025 *B-Grade*","818.99","2025","https://www.melbournesnowboard.com.au/products/lib-tech-trs-2025-b-grade"
"9IjmPgVexs","Lib Tech","Skunk Ape 2025 *B-Grade*","818.99","2025","https://www.melbournesnowboard.com.au/products/lib-tech-skunk-ape-2025-b-grade"
"dHOq5EXxdf","Lib Tech","Off Ramp 2025 *B-Grade*","678.99","2025","https://www.melbournesnowboard.com.au/products/lib-tech-off-ramp-2025-b-grade"
"nWkXQvNyD1","Gnu","C Money 2025 *B-Grade*","524.99","2025","https://www.melbournesnowboard.com.au/products/gnu-c-money-2025-b-grade"
"3wOygBFu3i","Salomon","Sight 2025","649.99","2025","https://www.melbournesnowboard.com.au/products/salomon-sight-2025"
"ucB8HlcFGp","Salomon","Pulse 2026","599.99","2026","https://www.melbournesnowboard.com.au/products/salomon-pulse-2025"
"kpBJB1Mqjg","Academy","Propaganda 2025","539.99","2025","https://www.melbournesnowboard.com.au/products/academy-propaganda-2025"
"oBtLH8dMk7","5th Element","Nightfall","399.99","","https://www.melbournesnowboard.com.au/products/5th-element-nightfall"
"MyS7LMuVyQ","5th Element","Dart","449.99","","https://www.melbournesnowboard.com.au/products/5th-element-dart"
"T5n37httxV","Salomon","HPS Louif Paradis 2025","664.99","2025","https://www.melbournesnowboard.com.au/products/salomon-hps-loufi-paradis-2025"
"delYg69WN1","Burton","Family Tree Alekesam 2025","629.99","2025","https://www.melbournesnowboard.com.au/products/burton-family-tree-alekesam-2025"
"gdv02UtOAa","Burton","Family Tree 3D Channel Surfer 2025","979.99","2025","https://www.melbournesnowboard.com.au/products/burton-family-tree-3d-channel-surfer-2025"
"HMNCaRzQ4Q","Burton","Rewind 2025","559.99","2025","https://www.melbournesnowboard.com.au/products/burton-rewind"
"0veqI4FzRH","Burton","Process Flying V 2025","615.99","2025","https://www.melbournesnowboard.com.au/products/burton-process-flying-v-2025"
"dLk2vzP9mx","Burton","Process 2025","615.99","2025","https://www.melbournesnowboard.com.au/products/burton-process-2025"
"WAmtBisp9i","Burton","Custom X 2025","769.99","2025","https://www.melbournesnowboard.com.au/products/burton-custom-x-2025"
"t3UScMTGDP","Burton","Custom Flying V 2025","699.99","2025","https://www.melbournesnowboard.com.au/products/burton-custom-flying-v-2025"
"yhfj6dMPok","Burton","Blossom 2025","615.99","2025","https://www.melbournesnowboard.com.au/products/burton-blossom-2025"
"YHkc5wG2xz","Never Summer","Proto Slinger 2025","664.99","2025","https://www.melbournesnowboard.com.au/products/never-summer-proto-slinger-2025"
"tyCoQ9A7Bi","Salomon","Sickstick 2025","664.99","2025","https://www.melbournesnowboard.com.au/products/salomon-sickstick-2025"
"M3A5mzYKtT","Salomon","Abstract 2025","594.99","2025","https://www.melbournesnowboard.com.au/products/salomon-abstract-2025"
"YerKncJ6rf","Salomon","Highpath 2025","629.99","2025","https://www.melbournesnowboard.com.au/products/salomon-highpath-2025"
"PglUt7Orx0","Salomon","Assassin Pro 2025","692.99","2025","https://www.melbournesnowboard.com.au/products/salomon-assassin-pro-2025"
"KO9P8mnjWD","Salomon","Sleepwalker 2025","489.99","2025","https://www.melbournesnowboard.com.au/products/salomon-sleepwalker-2025"
"Z6PFaeBlBM","Salomon","Huck Knife Pro 2025","692.99","2025","https://www.melbournesnowboard.com.au/products/salomon-huck-knife-pro-2025"
"hcGCupKaD3","Salomon","Huck Knife 2025","587.99","2025","https://www.melbournesnowboard.com.au/products/salomon-huck-knife-2025"
"zbnBF7cZrf","Gnu","Something Gnu 2026","1099.99","2026","https://www.melbournesnowboard.com.au/products/gnu-something-gnu"
"gwpGTjkNQC","Gnu","Head Space 2025","678.99","2025","https://www.melbournesnowboard.com.au/products/gnu-head-space"
"G88zCxeQiC","Gnu","C Money 2025","524.99","2025","https://www.melbournesnowboard.com.au/products/gnu-c-money-2025"
"ilOyEW7S1w","Lib Tech","TRS 2025","818.99","2025","https://www.melbournesnowboard.com.au/products/lib-tech-trs"
"ET3uyMvXNe","Lib Tech","Off Ramp 2025","678.99","2025","https://www.melbournesnowboard.com.au/products/lib-tech-off-ramp"
"mp2sqTs0zG","Capita","The Outsiders 2025","769.99","2025","https://www.melbournesnowboard.com.au/products/capita-the-outsiders-2025"
"mwzSjQjlXD","Nitro","Prime Cam-Out 2026","519.99","2026","https://www.melbournesnowboard.com.au/products/nitro-prime-cam-out"
"fzeHUs5jlf","Burton","Instigator","629.99","","https://www.melbournesnowboard.com.au/products/burton-instigator"
"DLWrEniGBA","Burton","Ripcord","549.99","","https://www.melbournesnowboard.com.au/products/burton-ripcord"
"FiIDCwcDut","Salomon","Reflect","599.99","","https://www.melbournesnowboard.com.au/products/salomon-reflect"
"rnwZw4kRkN","Salomon","Pulse 2024","549.99","2024","https://www.melbournesnowboard.com.au/products/salomon-pulse"
"8k2bqsjyVu","540","Ultra","449.99","","https://www.melbournesnowboard.com.au/products/540-ultra"
"DvXx6pP5Y6","Frenetic","Blackwood","479.99","","https://www.melbournesnowboard.com.au/products/frenetic-blackwood"
"KroxkN1Bec","Academy","Propacamba 2024","599.99","2024","https://www.melbournesnowboard.com.au/products/academy-propacamba"
"XXtqENZp3h","Academy","Propaganda 2024","599.99","2024","https://www.melbournesnowboard.com.au/products/academy-propaganda"
"AVzDhRI1CH","Burton","Family Tree Gril Master 2024","699.99","2024","https://www.melbournesnowboard.com.au/products/burton-family-tree-gril-master-2024"
"LGRB7MpPPZ","Burton","Family Tree 3D Deep Daze 2024","699.99","2024","https://www.melbournesnowboard.com.au/products/burton-family-tree-3d-deep-daze"
"FiYL0Z6Hud","Nitro","Nomad 2025","839.99","2025","https://www.melbournesnowboard.com.au/products/nitro-nomad"
"rnemYdm2f1","Lib Tech","Skate Banana 2024","539.99","2024","https://www.melbournesnowboard.com.au/products/lib-tech-skate-banana-2024"
"j3m5ee1Otr","Gnu","Finest 2024","539.99","2024","https://www.melbournesnowboard.com.au/products/gnu-finest-2024"
"vdXofjcex5","Korua Shapes","Cafe Racer Glossy","999.99","","https://www.melbournesnowboard.com.au/products/korua-shapes-cafe-racer"
"yANynShhMu","Union","Rover","509.99","","https://www.melbournesnowboard.com.au/products/union-rover"
"sicOiJCXag","Analog","Sprocket","449.99","","https://www.melbournesnowboard.com.au/products/analog-sprocket"
"47ivtqflmB","540","Blackdeck","399.99","","https://www.melbournesnowboard.com.au/products/540-blackdeck"
"hm6eb7w7b8","Burton","Family Tree Hometown Hero Split 2026","1299.99","2026","https://www.melbournesnowboard.com.au/products/burton-family-tree-hometown-hero-split"
"ldNXhL5j21","Korua Shapes","Dart","1149.99","","https://www.melbournesnowboard.com.au/products/korura-shapes-dart"
"R42CHMu4uJ","Korua Shapes","Pencil","1099.99","","https://www.melbournesnowboard.com.au/products/korura-shapes-pencil"
"5Whf6zFdaZ","Korua Shapes","Otto Glossy","899.99","","https://www.melbournesnowboard.com.au/products/korura-shapes-otto"
"SCDr7zQI4M","Korua Shapes","Transition Finder","999.99","","https://www.melbournesnowboard.com.au/products/korura-shapes-transition-finder"
"4jGoOEzmnJ","Frenetic","Quantum","399.99","","https://www.melbournesnowboard.com.au/products/frenetic-quantum"
"levfqB4SA3","Frenetic","SR27","299.99","","https://www.melbournesnowboard.com.au/products/frenetic-sr27"
"eHoaVaRvOu","5th Element","Grid","399.99","","https://www.melbournesnowboard.com.au/products/5th-element-grid"
"1JvX9FmL2G","Rossignol","District 2020","299.99","2020","https://www.melbournesnowboard.com.au/products/rossignol-district-2020"
