product_guid,title,price_mean,price_std,price_confidence,core_material_score,core_material_conf,availability_score,availability_conf,warranty_mean,warranty_std,warranty_conf,reviewer_opinion_score,reviewer_opinion_conf,board_weight_mean,board_weight_std,board_weight_conf,carving_score,carving_conf,powder_mean,powder_std,powder_conf,edge_hold_score,edge_hold_conf,chatter_score,chatter_conf,positive_aspect_score,positive_aspect_conf,negative_aspect_score,negative_aspect_conf,return_policy_score,return_policy_conf,jibbing_score,jibbing_conf,overall_rating_mean,overall_rating_std,overall_rating_conf,speed_score,speed_conf,jumps_score,jumps_conf,pipe_score,pipe_conf,flex_rating_mean,flex_rating_std,flex_rating_conf,sidecut_radius_mean,sidecut_radius_std,sidecut_radius_conf,sidecut_radius_159_mean,sidecut_radius_159_std,sidecut_radius_159_conf,effective_edge_mean,effective_edge_std,effective_edge_conf,waist_width_mean,waist_width_std,waist_width_conf,setback_mean,setback_std,setback_conf,taper_mean,taper_std,taper_conf,stance_width_mean,stance_width_std,stance_width_conf,contact_length_mean,contact_length_std,contact_length_conf,tip_tail_width_mean,tip_tail_width_std,tip_tail_width_conf,tip_tail_width_159_mean,tip_tail_width_159_std,tip_tail_width_159_conf,recommended_weight_mean,recommended_weight_std,recommended_weight_conf,recommended_weight_159_mean,recommended_weight_159_std,recommended_weight_159_conf,turn_initiation_mean,turn_initiation_std,turn_initiation_conf,camber_profile_score,camber_profile_conf,terrain_suitability_mean,terrain_suitability_std,terrain_suitability_conf,on_snow_feel_score,on_snow_feel_conf,board_category_score,board_category_conf,comparable_board,camber_profile,base_material,terrain_suitability,topsheet,board_designer,manufacturing_location,board_category,shape,laminate,model_year,sustainability_certification,construction_material_innovation,sidewall_material,edge_technology,sidecut_type,binding_compatibility,predecessor_model_name,rider_level,brand,gender,mounting_pattern,product_type
FwO44ugEfM, Skate_Banana,969.99,307,0.63,0.75,0.8,1.0,1.0,1.0,0.57,0.73,0.65,0.7,2860,260,0.96,0.5,0.01,6,2.42,0.2,0.75,0.8,0.4,0.96,0.8,0.8,0.3,0.8,0.5,0.01,0.5,0.01,84,5,0.96,0.5,0.01,0.5,0.01,0.5,0.01,4,1.2,0.63,8,0.38,1.0,8,0.35,1.0,119,47,0.2,26,0,1.0,0,7,1.0,5,2,0.2,55,5,0.8,117,3,1.0,29,1,1.0,30,12,0.2,50,9,0.6,42,8,0.6,4,0.35,0.96,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,CAPiTA_DOA_more_aggressive_hybrid_camber,,Sintered_Knife_Cut_Base,,Eco_Sublimated_Poly_Topsheet,Brandon_Reis,Sequim_Washington_USA,,Twin,Tri_Ax_Bi_Ax_Fiber,2027,FSC_wood_eco_sublimation_zero_waste_biodiesel_hydroelectric,No_carbon_stringers_or_layers_basic_construction,Birch_internal_sidewalls,Magne_Traction_7_serrations,,,,Beginner_to_Pro,Lib_Tech,Mens,2x4_Inserts,Snowboard
G1bWhqfcdm,Burton_Snowboards_Vermont_1977 Custom_Flying_V,999.99,140,0.92,0.8,0.7,0.9,0.8,3.0,0.49,0.8,0.6,0.7,2600,957,0.3,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.75,0.8,0.4,0.8,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,4,0.52,0.93,8,0.44,0.93,8,0.41,0.93,120,2,0.93,25,0,0.93,1,8,0.93,5,2,0.2,53,3,0.93,113,45,0.2,29,1,0.93,30,1,0.93,80,4,0.93,80,5,0.8,3,1.26,0.2,0.5,0.01,5,0.63,0.9,0.5,0.01,0.5,0.01,Jones_Mountain_Twin_camrock_TractionTech,,Sintered_WFO_high_density,5.0,Not_explicitly_specified,,Not_specified_in_sources,,Directional,45_degree_Carbon_Highlights_tip_to_tail,2027,Super_Sap_Epoxy_50pct_carbon_reduction,Squeezebox_profiled_core,Not_explicitly_specified_2027,Frostbite_Edges_extended_under_bindings,Standard_radial_sidecut,Channel_compatible_all_major_binding_brands,,Intermediate_Expert,Burton,Mens,The_Channel_system,Snowboard
G88zCxeQiC,Mervin_Manufacturing C_Money,524.99,115,0.99,0.7,0.8,1.0,1.0,2.13,0.85,0.2,0.5,0.01,2780,260,0.98,0.3,0.8,6,2.42,0.2,0.8,0.8,0.3,0.97,0.6,0.6,0.6,0.7,1.0,0.9,0.5,0.01,83,5,0.98,0.5,0.01,0.5,0.01,0.5,0.01,6,0.68,0.88,8,3.03,0.2,8,3.11,0.2,119,47,0.2,26,10,0.2,0,7,1.0,5,2,0.2,57,5,0.8,113,45,0.2,30,12,0.2,30,12,0.2,73,29,0.2,80,32,0.2,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Lib_Tech_Off_Ramp_C3_MagneTraction,,Eco-Sublimated_Co-Ex,,Eco_Sublimated_Poly_Top,Jay_Howell,Carlsborg_WA_USA,,True_Twin,Tri-Ax_Bi-Ax_with_Rubber_Dampening,2025,FSC_Certified,,UHMW_polyethylene,Magne-Traction_7_serrations,,,,Intermediate_to_Advanced,GNU,Mens,2x4_Inserts,Snowboard
GG1fxPkGjX,RIDE_Snowboards Vantum,999.99,115,1.0,0.85,0.8,0.6,0.7,2.0,0.7,0.6,0.5,0.01,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.8,0.8,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,6,1.1,0.69,7,1.04,0.6,8,0.97,0.6,117,2,0.98,26,0,0.98,2,7,1.0,5,2,0.2,53,2,0.99,113,45,0.2,30,1,0.8,31,1,0.99,70,6,0.8,75,5,0.8,4,1.09,0.5,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Jones_Flagship_top_freeride_stiff_expert,,Sintered_4000_PTEX,,Topless_Construction_graphics_on_fiberglass,,Seattle_WA,,Tapered_Directional,Hybrid_Glass_triaxial_top_biaxial_base,2027,Edges_contain_30_percent_recycled_materials,Roll_In_Construction_3D_sidewall_integration,Slimewalls_urethane_sidewalls_85A_90A,Standard_Steel_Austrian_full_perimeter,Linear_Quadratic_Sidecut,,,Intermediate_Advanced,RIDE_Snowboards,Mens,2x4_Inserts,Snowboard
GSsp6zdE7M,Nitro_AG_Hunenberg_Switzerland Phase_x_Motorhead,799.99,133,0.93,0.55,0.7,0.5,0.8,2.0,0.25,0.99,0.5,0.5,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,6,0.45,1.0,6,0.74,0.8,7,0.69,0.8,119,47,0.2,26,0,1.0,2,7,1.0,5,2,0.2,54,5,0.8,109,3,1.0,30,1,1.0,30,1,1.0,65,3,1.0,80,8,0.6,3,1.26,0.2,0.5,0.01,10,0.45,0.99,0.5,0.01,0.5,0.01,Burton_Custom_go_to_all_mountain_camber,,Premium_Extruded_FH_Base,10.0,Motorhead_band_themed_collaboration_artwork,,Taiwan_Playmaker_factory,,Directional,Bi_Lite_Laminates,2027_FW_2026_27,Yes,,ABS_Sidewall,Recycled_Steel_Edge,Dual_Degressive_Sidecut,Standard_2x4_compatible_any_standard_or_mini_disk,,Intermediate,Nitro,Mens,2x4_Inserts,Snowboard
GkH4jd6Ct4,CAPiTA_C3_Worldwide_Austria Mega_Death,1999.99,115,1.0,0.65,0.7,0.5,0.7,2.0,0.25,0.99,0.3,0.8,2000,724,0.6,0.85,0.7,7,0.98,0.8,0.85,0.8,0.65,0.8,0.65,0.6,0.5,0.8,1.0,0.9,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,6,0.48,0.94,8,0.9,0.7,8,0.69,0.8,120,2,0.93,26,0,0.93,20,7,1.0,1,2,0.92,56,3,0.93,113,45,0.2,30,1,0.93,30,1,0.8,72,4,0.93,76,5,0.8,6,0.89,0.67,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Black_Snowboard_of_Death_bigger_better_brother,,Megadrive_XT_sintered_race_base_UHMW_carbon_fluoro,,Screen_Print_Metallic_Underlay,,Handcrafted_at_The_Mothership_Austria,,Directional,Pure_Megacarbon_Marine_Grade_Epoxy,2027,Certified_B_Corp,Pure_Megacarbon_full_carbon_tip_to_tail,Fortress_Kevlar_Bound_Sidewalls,360_Degree_HRC48_Steel_Edges,New_Age_Progressive_Death_Grip,,,Advanced_to_Expert,CAPiTA,Mens,2x4_Stainless_Steel_Inserts,Snowboard
HCIRfP46Dh,Nitro_AG_Hunenberg_Switzerland Quiver_Dinghy,999.0,115,1.0,0.65,0.7,1.0,1.0,2.0,0.5,0.79,0.5,0.6,2882,1153,0.2,0.85,0.97,8,0.98,0.8,0.7,0.8,0.5,0.01,0.6,0.5,0.4,0.8,0.5,0.01,0.5,0.8,84,34,0.2,0.7,0.8,0.7,0.8,0.5,0.8,7,0.45,1.0,7,0.9,0.7,7,0.69,0.8,119,47,0.2,27,0,0.99,15,7,1.0,5,2,0.2,54,5,0.8,113,45,0.2,31,1,0.99,32,1,0.8,80,9,0.6,88,8,0.6,4,0.69,0.8,0.5,0.01,10,0.45,0.99,0.8,0.8,0.5,0.01,Gentemstick_Mantaray_Jones_Hovercraft_Korua_TF_Rome_Stalefish_Cardiff_Powgoda_Jones_ME_Yes_PYL,,Sintered_EcoSpeed_HD_Base,10.0,EcoGuard_Topsheet_90pct_recycled,Bryan_Fox_Austin_Smith,Playmaker_factory_Taiwan,,Tapered_Directional,Bi_Lite_Laminates,2026,Made_with_100pct_solar_power,3D_Surf_Tech_convex_nose_concave_tail,ABS_Sidewalls_35pct_recycled,50pct_Recycled_Steel_Edge,Progressive_Sidecut,,,Advanced_Expert,Nitro,Unisex,2x4_Inserts,Snowboard
HMNCaRzQ4Q,Burton_Snowboards_B_Corp Rewind,559.99,115,1.0,0.95,0.9,0.1,0.6,3.0,0.49,0.8,0.75,0.8,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.8,0.8,0.5,0.01,0.75,0.7,0.4,0.8,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,2,1.33,0.55,8,0.38,1.0,8,0.35,1.0,118,2,1.0,25,0,1.0,0,7,1.0,5,2,0.2,56,2,1.0,113,45,0.2,29,1,0.8,30,1,0.9,68,3,1.0,80,5,0.8,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,CAPiTA_Paradise_529_95_at_evo,,Sintered_durable_high_wax_absorption,,Graphics_inspired_by_spray_paint_on_cardboard_punk_graffiti,,,,True_Twin,Womens_Specific_Triax_Fiberglass,2025,FSC_Certified_FSC_C124994,Off_Axis_Squeezebox_Low_15deg_core_zones,,Off_Axis_Frostbite_Edges,,Compatible_all_major_brands_best_with_Burton_EST,Burton_Rewind_womens_specific_since_2018,Intermediate_to_Expert,Burton,Unisex_2025,The_Channel_mounting_system,Snowboard
HSn0VCB7NE,Salomon_SAS HPS_Takaharu_Nakai,569.99,162,0.9,0.7,0.6,0.3,0.6,2.13,0.85,0.2,0.75,0.8,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.7,0.8,0.5,0.01,0.6,0.6,0.5,0.8,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,6,0.45,0.99,8,3.03,0.2,8,3.11,0.2,117,2,0.9,26,0,0.9,30,10,0.9,12,2,1.0,55,9,0.3,113,45,0.2,30,1,0.9,31,1,0.8,85,5,0.9,92,8,0.6,3,0.69,0.8,0.5,0.01,9,3.59,0.2,0.7,0.8,0.5,0.01,Amplid_Souly_Grail,,Sintered_EG_Electra_Gallium,,,Wolle_Nyvelt_and_Takaharu_Nakai,China,,Tapered_Directional,BA_MD_Glass_medium_density_fiberglass,2024,FSC_certified_woodcore,ABC_Wrapper_bamboo_veneers_40pct_reduction,Bamboo_Cork_Rails,All_Mountain_Edge_Bevel,Radial,,,Intermediate_to_Advanced_Expert,Salomon,Mens_Unisex,2x4_Inserts,Snowboard
HXoqrJ8jg6,Never_Summer_Industries_Denver_Colorado Mens_Proto_T3_FR,1049.99,115,1.0,0.8,0.8,0.5,0.8,3.0,0.25,1.0,0.3,0.8,2500,809,0.5,0.5,0.01,6,2.42,0.2,0.9,0.9,0.9,0.9,0.8,0.8,0.7,0.8,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,7,0.45,1.0,8,3.03,0.2,8,3.11,0.2,118,2,1.0,26,0,1.0,19,7,1.0,5,2,1.0,55,22,0.2,113,45,0.2,30,12,0.2,30,12,0.2,76,3,1.0,79,5,0.8,3,0.89,0.66,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Capita_Super_DOA_similar_carbon_NS_better_ice,,Durasurf_XT_Sintered_5501_graphite,,CoExtruded_Polymer_T3_Carbon_Mapping,Holden_Samuels_Freeride_World_Tour,Handcrafted_Denver_Colorado_USA,,Tapered_Directional,Bi_Lite_Fiberglass,2027,,T3_Directional_Carbon_Mapping_Embossment,UHMW_Sintered_PTex,RIP_Edge_Hold_Technology,Vario_Power_Grip_Sidecut_multi_radii,,Proto_FR_original_Triple_Camber_2021_22,Intermediate_Advanced,Never_Summer,Mens,2x4_inserts,Snowboard
HfNrXM61pa,Jones_Snowboards Storm_Wolf,1199.99,145,0.92,0.85,0.8,0.8,0.8,2.13,0.85,0.2,0.75,0.8,3240,275,0.94,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.85,0.8,0.5,0.8,0.5,0.01,0.5,0.01,87,6,0.93,0.5,0.01,0.5,0.01,0.5,0.01,8,1.1,0.69,9,0.89,0.71,8,3.11,0.2,113,4,0.71,26,1,0.71,35,7,0.99,10,3,0.92,58,6,0.71,113,45,0.2,30,2,0.71,30,12,0.2,70,3,0.99,80,32,0.2,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Comparable_versatile_swallowtail_softer_flex,,Sintered_8000_UHMWPE_carbon,,ECO_Plastic_castor_bean_bio_plastic,Chris_Christenson_and_Jeremy_Jones,SWS_factory_Dubai_UAE,,Tapered_Directional_Swallowtail,Biax_Fiberglass_dual_layer_dual_directional,2027,100pct_solar_power,BComp_Carbon_Flax_Stringer,Recycled_ABS_rounded_finish,Recycled_oversized_German_steel_edges,Long_progressive_sidecut,Any_standard_or_mini_disk,Jones_Lone_Wolf_retired,Advanced,Jones_Snowboards,Unisex,2x4_Inserts,Snowboard
I5UEUCsOlz,Nidecker_Group_NDK Mens_Aviator_2_0,1099.99,148,0.91,0.85,0.8,0.6,0.7,2.13,0.85,0.2,0.85,0.8,3000,260,1.0,0.9,0.8,6,2.42,0.2,0.8,0.46,0.3,0.43,0.75,0.7,0.6,0.7,0.5,0.7,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,8,1.36,0.53,8,0.38,1.0,8,3.11,0.2,119,2,0.95,25,0,1.0,20,7,1.0,0,2,1.0,56,2,1.0,109,3,1.0,29,1,0.99,30,12,0.2,70,6,0.8,79,5,0.8,4,0.69,0.8,0.5,0.01,10,0.45,0.95,0.5,0.01,0.5,0.01,Korua_Otto_LibTech_TW_CAPiTA_Mercury_YES_NSB_more,,Sintered_8000_UHMWPE_carbon,10.0,Premium_Eco_Topsheet_castor_bean_bioplastic,Victor_de_la_Rue_and_Jimmy_Goodman,SWS_Dubai_UAE,,Directional_Twin,Triax_Fiberglass_3layer_multiaxis,2027,Fair_Trade_Certified,BComp_Carbon_Flax_Stringer,Recycled_ABS_rounded,Traction_Tech_strategic_contact_points,Progressive_Sidecut,M_L,Jones_Aviator_last_2021,Intermediate_to_Expert,Jones_Snowboards,Mens,2x4_Inserts_Standard_Pack,Snowboard
Iw95Ih7EIL,Mervin_Manufacturing T_Rice_Pro,1169.99,115,1.0,0.75,0.8,1.0,0.97,1.0,0.49,0.8,0.7,0.7,3000,260,0.99,0.5,0.01,6,2.42,0.2,0.65,0.7,0.5,0.01,0.7,0.7,0.6,0.8,0.5,0.01,0.6,0.7,86,5,0.98,0.6,0.7,0.5,0.01,0.5,0.01,7,0.45,0.98,8,0.38,1.0,8,0.35,1.0,119,47,0.2,26,0,1.0,0,7,1.0,0,3,0.9,57,5,0.8,121,3,1.0,30,1,1.0,30,1,1.0,65,9,0.6,62,8,0.6,2,0.69,0.8,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Jones_Mountain_Twin_similar_twin_slightly_easier,,Eco_Sublimated_Sintered,,Eco_Sublimated_Poly,Travis_Rice,Sequim_Washington_USA,,True_Twin,TriAx_BiAx_Fiberglass_Basalt_Alloy,2025-2026,Last_major_US_factory_zero_hazardous_waste,Volcanic_basalt_fiber_stronger_than_fiberglass,Birch_vertical_end_grain_pop_durability,MagneTraction_7_serrations,,,,Intermediate_to_Advanced,Lib_Tech,Mens_unisex,2x4_inserts,Snowboard
J0feyXOlNL,Rome_SDS Agent,949.99,162,0.9,0.65,0.56,0.5,0.8,2.13,0.85,0.2,0.85,0.8,3100,292,0.94,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.65,0.6,0.3,0.8,0.75,0.8,0.5,0.01,87,6,0.94,0.5,0.01,0.5,0.01,0.5,0.01,6,1.09,0.7,8,0.38,0.99,8,3.11,0.2,122,2,0.99,26,0,0.99,0,7,1.0,5,2,0.2,53,6,0.7,107,3,0.99,30,12,0.2,30,12,0.2,70,3,0.99,76,5,0.8,2,0.97,0.6,0.5,0.01,7,0.74,0.86,0.5,0.01,0.5,0.01,Burton_Custom_Salomon_Assassin_YES_Standard_Capita_DOA_Ride_Burnout_Nitro_Team_Arbor_Coda,,SinterStrong_Sintered,7.0,,,,,True_Twin,Biax_Upper_Glass,2027,,Twin_Single_Bamboo_Omega_HotRods,,,Radial_Sidecut,,Continues_year_over_year_incremental_updates,Low_intermediate_beginner_to_advanced_expert_park,Rome,Mens,2x4_Inserts,Snowboard
JAWS7vetxZ, Dark_Horse,949.99,117,0.95,0.6,0.7,0.5,0.7,2.0,0.49,0.8,0.5,0.01,2620,260,0.97,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.8,0.8,0.6,0.8,0.8,0.8,0.5,0.01,84,5,0.96,0.5,0.01,0.5,0.01,0.5,0.01,6,0.47,0.94,8,0.38,1.0,8,3.11,0.2,119,2,0.99,25,0,0.99,0,7,1.0,0,2,0.99,53,2,0.99,113,45,0.2,30,1,1.0,30,12,0.2,68,3,0.99,80,32,0.2,4,0.35,0.96,0.5,0.01,8,0.61,0.91,0.5,0.01,0.5,0.01,Better_option_for_riders_wanting_powder_performance,,Superdrive_Base_sintruded_hybrid,8.0,PLT_Topsheet_Pearlescent_Screen_Gloss_Matte,,Feistritz_Carinthia_Austria_MotherShip,,True_Twin_symmetrical,HOLYSHEET_Tri_Bi_fiberglass,2027,100pct_self_generated_clean_energy,2x30mm_Carbon_Aramid_Boosters,,,Radial_single_radius,Union_Ultra_medium_flex_jumps_pressing,CAPiTA_Outsiders,,CAPiTA,Mens,2x4_Inserts,Snowboard
JP2TzCtiXM,Mervin_Manufacturing dPr_Developmental_Project_Realized,799.99,115,0.95,0.75,0.8,0.5,0.8,1.0,0.51,0.79,0.5,0.01,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.9,0.9,0.5,0.01,0.85,0.8,0.8,0.7,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,6,1.39,0.51,8,0.38,1.0,8,0.35,1.0,119,47,0.2,26,0,1.0,0,10,0.9,5,2,0.2,57,5,0.8,116,3,1.0,30,1,1.0,30,1,1.0,55,9,0.6,58,8,0.6,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,CAPiTA_DOA_679_95_industry_standard_freestyle_all_mountain,,Knife_Cut_TNT_Base,,Eco_Sublimated_Poly_Texture_Topsheet,Led_by_Travis_Rice,Sequim_Washington_USA,,Directional_Twin,Tri_Ax_Bi_Ax_Fiberglass,2027_26_27_season,Zero_hazardous_waste_producing_factory,3_way_fiber_orientation_increases_snap_decreases_vibrations,Birch_internal_plus_UHMW_Sintered_Sidewalls,Magne_Traction,Radial_sidecut_with_Mini_Magne_Traction,,,Intermediate_to_Advanced,Lib_Tech,Mens_unisex_sizing,2x4_inserts,Snowboard
JgQggXCuDH,Low_Pressure_Studio_BV ThunderStorm,949.99,192,0.86,0.65,0.8,0.8,0.8,3.0,0.49,0.8,0.8,0.8,2600,260,0.98,0.5,0.01,6,2.42,0.2,0.7,0.8,0.5,0.01,0.75,0.6,0.7,0.8,0.75,0.8,0.5,0.01,84,5,0.96,0.5,0.01,0.5,0.01,0.5,0.01,6,0.45,1.0,8,0.38,0.99,8,3.11,0.2,117,2,0.99,26,0,0.99,10,7,0.96,6,2,0.96,57,5,0.8,113,45,0.2,30,1,0.99,30,12,0.2,78,3,0.99,82,5,0.8,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Salomon_Sickstick,,Ultra_Glide_S_7000_grade_sintered,,Step_Down_Rails_Top_3D,Ethan_Morgan_Tor_Lundstrom_Klaudia_Medlova,Austria_CAPiTA_Mothership,,Tapered_Directional,Tri_Ax_Lamination,2025/2026,FSC_certified_wood_cores,Triple_Base_Technology_3BT,Flex_Walls_urethane_poured,,,Standard_2x4_compatible_non_Burton_EST,Thunder_men_Storm_women_combined,Advanced_Intermediate_to_Advanced,Bataleon,Unisex_Genderless,2x4_inserts,Snowboard
Jivj8Q457u,Burton_Snowboards_founded_1977 Process_Flying_V,703.99,115,1.0,0.8,0.7,1.0,1.0,3.0,0.25,1.0,0.8,0.8,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.3,0.9,0.5,0.01,0.65,0.7,0.5,0.8,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,2,0.45,0.96,8,0.38,0.99,8,0.35,0.99,120,2,0.99,25,0,0.99,0,7,0.99,5,2,0.2,56,2,0.99,113,45,0.2,29,1,0.99,30,12,0.2,80,3,0.99,80,5,0.8,2,0.69,0.8,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Never_Summer_Proto_Type_Two_better_edge_hold,,Sintered_durable_porous,,Flower_by_Annie_Spratt_soft_afar_intense_detailed,Mark_McMorris,Austria_and_China,,Twin,Triax_fiberglass_three_layers,2026,Certified_B_Corporation,Dualzone_EGD_wood_grain_heel_toe,,Frostbite_Edges_enhanced_edge_hold,,Compatible_all_major_best_Burton_EST,,Beginner,Burton,Mens,The_Channel,Snowboard
Jk0bK4iLtE,Burton_Snowboards_founded_1977 Custom_X,879.99,115,1.0,0.8,0.7,0.9,0.9,2.13,0.85,0.2,0.5,0.01,2720,376,0.89,0.5,0.01,6,2.42,0.2,0.7,0.8,0.5,0.01,0.85,0.8,0.5,0.8,0.5,0.01,0.5,0.01,92,5,0.98,0.5,0.01,0.5,0.01,0.5,0.01,8,0.59,0.91,8,0.38,1.0,8,3.11,0.2,118,2,1.0,25,0,1.0,12,7,0.99,5,2,0.2,56,2,1.0,113,45,0.2,30,1,1.0,30,12,0.2,80,3,1.0,80,32,0.2,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Jones_Mountain_Twin_more_forgiving_better_ice_Custom_X_better_carver,,Sintered_WFO,,Skull_inspired_lenticular_effect,,Keil_factory_Austria,,Directional_Twin,Triax_fiberglass_with_Carbon_I_Beam,2026,Bio_based_resin_reducing_carbon_footprint_50pct,End_grain_woods_in_impact_zones_lighter_elsewhere,,Frostbite_Edges_extended_under_bindings_hardpack_ice,,,,Advanced_to_Expert,Burton,Mens,The_Channel_all_major_bindings_best_Burton_EST,Snowboard
K4BocAbogb,Nidecker_SA_Rolle_Switzerland Sensor_Pro,899.99,115,1.0,0.7,0.8,0.4,0.8,2.0,0.49,0.8,0.8,0.8,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.8,0.8,0.5,0.01,0.5,0.01,0.5,0.01,0.65,0.7,0.5,0.01,76,14,0.6,0.5,0.01,0.5,0.01,0.5,0.01,8,0.52,0.93,8,0.38,1.0,8,3.11,0.2,120,2,1.0,25,0,1.0,0,7,1.0,0,2,1.0,58,5,0.8,112,3,1.0,30,1,1.0,30,12,0.2,78,3,1.0,80,32,0.2,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,DOA_more_playful_buttery_hybrid_profile_Nidecker_better_edge_hold,,N9000_Sintered_super_dense_high_carbon,,Absorbnid_Topsheet_vibration_dampening,Taylor_Gold_Craig_McMorris,Swiss_designed_assembled_in_Asia,,True_Twin_symmetrical,Premium_Sandwich_Construction_with_carbon_stringers,2027,One_percent_for_the_Planet,Orbital_Cushioning_shock_absorbing_urethane_around_inserts,,,,All_bindings_except_Burton_EST_channel,Nidecker_Sensor_Plus_renamed_to_Sensor_Pro_for_MY2025,Advanced,Nidecker,Mens,2x4_inserts_6_rows_2cm_intervals,Snowboard
KJWWonfftq,Burton_Snowboards_founded_1977 Fish_3D_Splitboard,1119.99,115,1.0,0.95,0.9,0.8,0.8,3.0,0.25,0.99,0.7,0.7,2900,294,0.93,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.85,0.8,0.4,0.8,0.6,0.7,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,6,1.0,0.74,6,0.38,0.99,6,0.35,0.99,110,2,0.99,26,0,0.99,50,7,0.99,3,4,0.8,56,2,0.99,104,3,0.95,32,1,0.99,30,12,0.2,80,3,0.99,105,8,0.6,2,0.69,0.8,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Jones_Solution_Lib_Tech_Escalator_CAPiTA_Navigator,,Sintered_WFO_high_density_wax_infused,,,,Austria_Keil_and_China,,Tapered_Directional,45_degree_Carbon_Highlights_tip_to_tail,2026,FSC_Certified_core_woods,,Slimrail_slanted_sidewalls_reduced_weight,,Hourglass_sidecut_instantaneous_short_medium_turns,Compatible_with_all_major_bindings,Burton_Fish_Splitboard_discontinued,Advanced_Expert,Burton,Unisex,The_Split_Channel_with_pre_mounted_pucks,Splitboard
KO9P8mnjWD,Salomon_SAS_Amer_Sports Sleepwalker,489.99,115,1.0,0.75,0.9,0.8,0.8,2.0,0.7,0.6,0.8,0.8,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.75,0.8,0.5,0.01,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,2,1.17,0.65,8,3.03,0.2,8,3.11,0.2,120,2,1.0,25,0,1.0,0,7,1.0,5,2,0.2,58,5,0.8,113,45,0.2,30,1,1.0,30,1,0.9,70,3,1.0,78,5,0.8,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Ride_Twinpig,,Sintered,,,Tommy_Gesme,China_Asian_OEM,,True_Twin,Biaxial_Medium_Density_Fiberglass,2025,FSC_certified_wood,Royal_Rubber_Pads_2mm,ABS_Sidewalls,Freestyle_Edge_Bevel,EQ_Rad_Sidecut,Standard_2x4_most_bindings,Salomon_Villain,Beginner_Intermediate,Salomon,Mens,2x4_Inserts,Snowboard
