product_guid,manufacturer,model_name,camber_profile,camber_profile_confidence,camber_profile_posterior,core_material,core_material_confidence,core_material_posterior,price,price_confidence,price_posterior,availability,availability_confidence,availability_posterior,comparable_board,comparable_board_confidence,comparable_board_posterior,base_material,base_material_confidence,base_material_posterior,recommended_weight_range,recommended_weight_range_confidence,recommended_weight_range_posterior,flex_rating,flex_rating_confidence,flex_rating_posterior,model_first_available_year,model_first_available_year_confidence,model_first_available_year_posterior,tip_tail_width,tip_tail_width_confidence,tip_tail_width_posterior,sidecut_radius,sidecut_radius_confidence,sidecut_radius_posterior,rider_level,rider_level_confidence,rider_level_posterior,warranty,warranty_confidence,warranty_posterior,reviewer_opinion,reviewer_opinion_confidence,reviewer_opinion_posterior,topsheet,topsheet_confidence,topsheet_posterior,board_designer,board_designer_confidence,board_designer_posterior,board_weight,board_weight_confidence,board_weight_posterior,manufacturing_location,manufacturing_location_confidence,manufacturing_location_posterior,carving_rating,carving_rating_confidence,carving_rating_posterior,powder_rating,powder_rating_confidence,powder_rating_posterior,waist_width_at_156,waist_width_at_156_confidence,waist_width_at_156_posterior,recommended_weight_at_159,recommended_weight_at_159_confidence,recommended_weight_at_159_posterior,effective_edge,effective_edge_confidence,effective_edge_posterior,sidecut_radius_at_159,sidecut_radius_at_159_confidence,sidecut_radius_at_159_posterior,tip_tail_width_at_159,tip_tail_width_at_159_confidence,tip_tail_width_at_159_posterior,board_category,board_category_confidence,board_category_posterior,brand,brand_confidence,brand_posterior,mounting_pattern,mounting_pattern_confidence,mounting_pattern_posterior,shape,shape_confidence,shape_posterior,available_sizes,available_sizes_confidence,available_sizes_posterior,model_year,model_year_confidence,model_year_posterior,gender,gender_confidence,gender_posterior,laminate,laminate_confidence,laminate_posterior,product_type,product_type_confidence,product_type_posterior,terrain_suitability,terrain_suitability_confidence,terrain_suitability_posterior,setback,setback_confidence,setback_posterior,negative_aspect,negative_aspect_confidence,negative_aspect_posterior,sustainability_certification,sustainability_certification_confidence,sustainability_certification_posterior,stance_width_range_size,stance_width_range_size_confidence,stance_width_range_size_posterior,edge_hold,edge_hold_confidence,edge_hold_posterior,construction_material_innovation,construction_material_innovation_confidence,construction_material_innovation_posterior,sidewall_material,sidewall_material_confidence,sidewall_material_posterior,positive_aspect,positive_aspect_confidence,positive_aspect_posterior,edge_technology,edge_technology_confidence,edge_technology_posterior,turn_initiation_performance,turn_initiation_performance_confidence,turn_initiation_performance_posterior,sidecut_type,sidecut_type_confidence,sidecut_type_posterior,taper,taper_confidence,taper_posterior,binding_compatibility,binding_compatibility_confidence,binding_compatibility_posterior,chatter_performance,chatter_performance_confidence,chatter_performance_posterior,predecessor_model_name,predecessor_model_name_confidence,predecessor_model_name_posterior,contact_length_size,contact_length_size_confidence,contact_length_size_posterior,return_policy_terms,return_policy_terms_confidence,return_policy_terms_posterior,jibbing_rating_tgr,jibbing_rating_tgr_confidence,jibbing_rating_tgr_posterior,overall_rating_snowboardingprofiles,overall_rating_snowboardingprofiles_confidence,overall_rating_snowboardingprofiles_posterior,speed_rating_tgr,speed_rating_tgr_confidence,speed_rating_tgr_posterior,jumps_rating_tgr,jumps_rating_tgr_confidence,jumps_rating_tgr_posterior,on_snow_feel_tgr,on_snow_feel_tgr_confidence,on_snow_feel_tgr_posterior,pipe_rating_tgr,pipe_rating_tgr_confidence,pipe_rating_tgr_posterior
SuVit8RW96,Mervin_Manufacturing,Mayhem_Rocket,,0.7907,,0.75,0.8000,,1099.99,0.9974,,0.7,0.7000,,Jones_Hovercraft_iconic_freeride_powder_cult_following,0.6634,,Sintered_Knife_Cut_Base_UHMW,0.7907,,75.0,0.6000,,6.5,0.9957,,2016,0.9278,,30.7,0.9957,,7.0,0.7000,,Intermediate_Advanced,0.6594,Intermediate_Advanced:0.6594|Advanced:0.2954,,,,0.5,0.3000,,Eco_Sublimated_Poly_Top_Sheet,0.9940,,Matt_Mayhem_Biolos,0.9923,,,,,Sequim_Carlsborg_Washington_USA,0.9882,,,,,,,,,,,,,,,,,,,,,,,,0.7749,All_Mountain_Directional:0.7749|Freeride_Powder:0.2197,Lib_Tech,0.9957,,2x4_inserts,0.9533,,Tapered_Directional,0.8841,,152.5_157.5_161.5_cm,0.9957,,2027,0.9278,,Unisex,0.7295,,Tri_Ax_Bi_Ax_Fiberglass,0.7659,,Snowboard,0.9974,,,0.9035,,2.5,0.9957,,0.6,0.8000,,FSC_certified_wood,0.9681,,55.55,0.8000,,0.8,0.6927,Strong_edge_hold_with_Magne_Traction_current_model:0.6927|No_Magne_Traction_older_models:0.2645,UHMW_Tip_Tail_Impact_Deflection,0.8550,,Birch_Internal_Sidewalls,0.7660,,0.75,0.7000,,Magne_Traction_Serrated_Edges,0.7662,,2.4,0.7000,,Elliptical_sidecut,0.9957,,2.0,0.8000,,ReFlex_and_Disc_mounting,0.7289,,,,,,,,114.5,0.9957,,,,,,,,,,,,,,,,,,,,,,
Sw61ssrD4v,Mervin_Manufacturing,Upgrade,,0.9980,,0.85,0.9000,,999.99,0.6801,,1.0,0.9923,,Lib_Tech_Terrain_Wrecker_Upgrade_has_better_base,0.9594,,Eco_Sublimated_Sintered_Base,0.9501,,65.0,0.6000,,7.5,0.6808,7.5:0.6808|5.5:0.2979|6.0:0.0213,2025,0.8000,,29.8,0.9957,,7.6,0.8000,7.6/7.7/7.5:0.9738|7.7/7.7/7.5:0.0262,Intermediate_Advanced,0.9492,Intermediate_Advanced:0.9492|Intermediate:0.0508,1.0,0.7403,,,,,Eco_Sublimated_Poly_Topsheet,0.9501,,Jeff_Hendo_Henderson,0.9961,,2920.0,0.9799,,Sequim_Washington_USA,0.9992,,,,,,,,25.5,0.9974,,67.5,0.6000,,,,,7.8,0.9000,,30.0,0.8000,30.0/30.0:0.9676|30.3/30.3:0.0324,,0.9882,,GNU,0.9961,,2x4_Inserts,0.6801,,Directional_Twin,0.9963,,151_153_156_157W_159_160W,0.9957,,2025-2026,0.9882,,Mens,0.9501,,Tri_Ax_Bi_Ax_fiberglass_Carbon_Power_Bands,0.9501,,Snowboard,0.9882,,,0.9963,,0.75,0.9963,,,,,FSC_Certified,0.9539,,57.15,0.8000,,0.8,0.8000,,Carbon_pop_enhancement_fiber_package,0.9824,,UHMW_polyethylene,0.9501,,,,,Magne_Traction_7_serrations,0.9937,,2.3,0.7000,,Directional_triple_curve_on_demand_sidecut_blend,0.9882,,0.0,0.9594,,,,,,,,GNU_Hyper,0.9594,,114.0,0.9974,,0.4,0.6801,,,,,88.6,0.9799,,,,,,,,,,,,,
T5n37httxV,Salomon_SAS_Annecy_France,HPS_Louif_Paradis,,0.9882,Rock_Out_Camber:0.9882|Powder_Camber:0.0118,0.8,0.8000,,664.99,0.9974,,0.0,0.8363,,Jones_Stratos_Burton_Custom_Flying_V,0.8802,,Sintered_EG_Electra_Gallium,0.9580,,77.5,0.9963,,6.0,0.9382,Medium:0.9382|Medium_Stiff:0.0288|Stiff:0.0173|Soft:0.0157,2021,0.8000,,29.95,0.9963,,,,,Expert,0.9963,,,,,0.85,0.8000,,,,,Louif_Paradis,0.9980,,,,,Likely_shared_Amer_Sports_Austria_France,0.6707,,,,,,,,25.5,0.9963,,85.0,0.8000,,118.0,0.9963,,,,,30.45,0.8000,,,0.9733,,Salomon,0.9733,,2x4_Inserts,0.9963,,Tapered_Directional,0.9985,,155_159_163cm,0.9526,,2025,0.9733,,Unisex,0.9425,Unisex:0.9425|Mens:0.0575,BA_MD_Glass_biaxial_medium_density,0.9567,,Snowboard,0.9732,,,0.9963,,20.0,0.9963,,,,,50pct_recycled_sintered_base,0.9948,,,,,0.8,0.8000,,Ghost_Carbon_Stringers_tip_to_tail,0.8528,,Recycled_ABS_Sidewalls,0.9963,,,,,,,,2.5,0.7000,,Quadralizer,0.9844,Quadralizer:0.9844|Quadratic_Sidecut:0.0156,1.1,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TD7mNjqTl8,Burton_Snowboards_founded_1977,Family_Tree_Time_Thief,,0.9793,,0.85,0.7000,,1099.99,0.9793,,0.8,0.7000,,Lib_Tech_Orca_prominent_nose_rocker_loose_on_hardpack,0.7088,,Sintered_WFO,0.9793,,79.5,0.9793,,5.5,0.9793,,,,,29.85,0.9793,,7.7,0.9793,,Intermediate-Advanced,0.9793,,3.0,0.8000,,,,,Fusion_of_art_nature_and_sound,0.9462,,Dom_Berrini_cymatics_Chladni_plates_topsheet,0.9462,,,,,Keil_factory_Austria,0.9957,,,,,,,,25.6,0.9793,,105.0,0.6000,,116.4,0.9793,,7.9,0.9793,,,,,,0.9793,,Burton,0.9827,,The_Channel,0.9793,,Tapered_Directional,0.9793,,148cm_152cm_156cm_160cm,0.9793,,2027,0.9346,,Unisex_gender_neutral,0.9726,,Triax_fiberglass,0.9793,,Snowboard,0.9827,,,0.9742,,-1.7,0.9793,,,,,FSC_certified_wood_and_Super_Sap_bio_epoxy,0.9963,,56.0,0.9793,,0.75,0.7000,,,,,,,,,,,,,,2.6,0.7000,,,,,5.0,0.9548,,Compatible_all_major_bindings_best_with_Burton_EST,0.9793,,,,,,,,,,,0.8,0.8000,,,,,,,,,,,,,,,,,,,
UErcuZkI8Q,Burton_Snowboards,Family_Tree_Full_Nelson,,0.9952,,0.85,0.7000,,999.99,0.9997,,0.5,0.7000,,Jones_Flagship_directional_freeride_3D_base,0.7731,,Sintered_WFO,0.9945,,,,,7.5,0.9948,,2026,0.9931,,,,,,,,Intermediate_Advanced,0.9948,,3.0,0.9222,,,,,Fusion_art_nature_sound_2027_FT_theme,0.9405,,Bosco_Sodi_raw_textures_natural_elements,0.9405,,,,,Kiel_Nindl_GmbH_Uttendorf_Austria,0.9997,,,,,,,,,,,,,,,,,,,,,,,,0.9931,,Burton,0.9931,,The_Channel,0.9945,,Tapered_Directional,0.9945,,153cm_157cm,0.5882,153cm_157cm:0.5882|153cm_157cm_161cm:0.4118,2027,0.9909,,Gender_neutral_Unisex,0.9918,,Triax_Fiberglass,0.9945,,Snowboard,0.9931,,,0.9931,,,,,,,,FSC_Certified_core,0.9931,,,,,0.75,0.7000,,Dualzone_EGD,0.9945,,,,,,,,,,,,,,,,,6.0,0.9945,,All_major_bindings_best_with_Burton_EST,0.9968,,,,,Burton_Family_Tree_Crowsnest,0.7004,,,,,0.8,0.8000,,,,,,,,,,,,,,,,,,,
Uak0Y2xszD,Bataleon_Low_Pressure_Studio_Amsterdam,Cameleon,,0.9965,,0.75,0.8000,70_30_Paulownia_Poplar:0.9984|Swiss_Paulownia_Poplar:0.0016,1149.99,0.9974,,0.5,0.7000,,CAPiTA_Navigator_preferred_Cameleon_in_powder,0.9341,,Ultra_Glide_S_7000_grade_sintered,0.9969,,81.0,0.9965,,5.0,0.9965,,2024,0.8000,,30.8,0.9965,,6.83,0.9965,,Intermediate-Advanced,0.9331,,2.0,0.8000,,0.5,0.8000,,Step_Down_Rails_Top_3D,0.9969,,,,,2500,0.5000,,Austria_CAPiTA_Mothership,0.9919,Austria_CAPiTA_Mothership:0.9919|Saudi_Arabia_SWS:0.0081,,,,,,,26.0,0.9965,,91.0,0.8000,,118.3,0.9965,,6.95,0.9965,,31.4,0.8000,,,0.5699,All-Mountain_Directional_Freeride:0.5699|Freeride-Powder:0.4301,Bataleon,0.9963,,2x4_Inserts,0.9332,,Tapered_Directional,0.9965,,157cm,0.9965,,2027,0.9940,,Mens,0.7404,Mens:0.7404|Unisex:0.2596,Tri_Ax_fiberglass,0.9969,,Snowboard,0.9974,,,0.9573,,,,,0.3,0.8000,,,,,57.0,0.8000,,,,,DRST_SuperTubes_six_hollow_carbon_cylinders,0.9994,,Flex_Walls_urethane_poured,0.9969,,0.8,0.8000,,SideKick_hull_like_shape_for_float,0.9996,,2.3,0.7000,,,,,15.0,0.9692,,,,,0.75,0.7000,,Camel_Two,0.9859,,,,,0.75,0.8000,,,,,,,,,,,,,,,,,,,
UjsSk0ptvk,Salomon_SAS_Annecy_France,Jetstream,,0.9956,Rock_Out_Camber:0.9956|Rocker_Flat_Rocker:0.0040|Flat_with_Camber:0.0005,0.6,0.8000,,759.99,0.9963,,0.8,0.8000,,K2_Embassy_All_Mountain,0.8256,,50pct_Recycled_Sintered_Base,0.9967,,77.5,0.9963,,7.0,0.9967,,,,,32.0,0.9963,,7.3,0.9963,,Intermediate-Advanced,0.8362,Intermediate-Advanced:0.8362|Advanced_to_Expert:0.1638,2.0,0.6916,,,,,Olive_wood_veneer,0.9044,,,,,,,,,,,,,,,,,26.6,0.9963,,82.5,0.8000,,115.3,0.9963,,7.5,0.9963,,,,,,0.9999,,Salomon,0.9986,,2x4_Inserts,0.9963,,Tapered_Directional,0.9999,,146_149_153_157_160_163_166,0.9574,146_149_153_157_160_163_166:0.9574|146_149_153_157_160_163:0.0426,2026,0.9999,,Unisex,0.9726,,BA_MD_Fiberglass,0.9964,,Snowboard,0.9986,,,0.9437,All_Mountain_Freeride_Groomers_Powder:0.9437|Powder_variable_groomed:0.0316|Carving_precision_deep_snow_float:0.0247,20.0,0.9964,,0.6,0.8000,,FSC_certified_wood_core,0.9970,,55.0,0.9963,,0.9,0.9987,,Ghost_Carbon_Beams_Plus,0.9994,,66pct_Recycled_ABS,0.9041,66pct_Recycled_ABS:0.9041|100pct_Recycled_ABS:0.0959,0.8,0.7000,,20pct_recycled_aluminum_edges,0.9044,,2.4,0.7000,,Radial_Sidecut,0.9999,,1.1,0.8000,,Standard_compatible_most_bindings,0.6915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPtUDVqozI,Salomon_SAS_Amer_Sports,Highpath,,0.9225,Rock_Out_Camber:0.9225|Rocker_Flat_Rocker:0.0775,0.6,0.8000,Aspen_SLCT_Core:0.9733|Paulownia_wood:0.0267,759.99,0.9948,,1.0,0.9890,,Burton_Instigator_NS_Hammer_Korua_Otto_Tahoe_DT_Yes_Basic_Cardiff_Lynx,0.9640,,50pct_Recycled_Sintered_Base,0.9969,,77.5,0.9931,,7.0,0.8210,7.0:0.8210|8.0:0.1790,2023,0.9742,,29.95,0.9931,,7.3,0.9931,,Advanced,0.9948,,,,,,,,ABC_Wrapper_Topsheet,0.9931,,Nils_Mindnich,0.9620,,2600,0.4409,Feels_Normal:0.4409|Very_lightweight:0.3086|Heavier_than_normal:0.2505,China,0.9146,,,,,,,,25.5,0.9931,,85.0,0.8000,,118.5,0.9931,,7.7,0.9931,,30.25,0.8000,,,0.9459,All_Mountain:0.9459|All_Mountain_Freeride:0.0541,Salomon,0.9978,,2x4_Inserts,0.9931,,Tapered_Directional,0.9983,,153_156_159_159W_162_162W,0.9931,,2026,0.9978,,Unisex,0.9756,,BA_MD_Fiberglass,0.9931,,Snowboard,0.9998,,,0.9914,,20.0,0.9931,,0.7,0.7000,,Yes,0.9368,,56.0,0.9931,,0.7,0.8000,,BFX_Basalt,0.9931,,Recycled_ABS,0.9931,,,,,,,,3.0,0.7000,,Quadratic_Sidecut,0.9931,,,,,,,,0.8,0.4014,8_of_10_damp:0.4014|Not_the_dampest:0.3096|Pretty_damp_locked_in:0.2890,,,,,,,,,,,,,87.2,0.9640,,,,,,,,0.8,0.8000,,,,
VrBN6Ou32u,thirtytwo_within_Nidecker_Group,Middle_Earth_Stevens_Pro_LTD_Snowboard,,0.4834,True_Medium_Camber:0.4834|Traditional_Camber:0.2653|Hybrid_Camber:0.2514,0.8,0.4233,10mm_Poplar_10mm_Paulownia_Bamboo_Rails:0.4233|10mm_Poplar_20mm_Paulownia_Bamboo_Rails:0.2935|20mm_Poplar_20mm_Paulownia_Bamboo_Rails:0.2832,1079.99,0.9974,,0.8,0.8000,,CAPiTA_DOA_Burton_Custom_Endeavor_Pioneer_Spring_Break,0.9975,,8_4M_Sintered,0.9903,,,,,5.0,0.9515,,,,,,,,7.78,0.7000,,Intermediate,0.9003,,,,,,,,Impact_Shield_Topsheet,0.9515,,Scott_Stevens,0.9997,,,,,SWS_Solico_Winter_Sport_Dubai,0.9996,,,,,,,,25.5,0.9502,,,,,118.0,0.9502,,,,,,,,,0.9270,,thirtytwo,0.9980,,2x4_Inserts,0.9707,,True_Twin_Twin_Tip,0.9985,,155cm_157cm_158cm_Wide,0.9975,,Season_2025_2026,0.5253,Season_2025_2026:0.5253|2027:0.1949|2025:0.1812|2026:0.0985,Mens,0.9085,,Triax_Fiberglass,0.3910,Triax_Fiberglass:0.3910|Biax_Fiberglass:0.3814|Both_Biax_and_Triax:0.2276,Snowboard,0.9974,,,0.9202,,0.0,0.9974,,,,,Fast_Wend_Natural_Wax_eco_friendly,0.9003,,,,,0.7,0.7000,,Twin_Carbon_Boost_Stringers,0.9980,,RailGuard_Sidewall_flexible_impact_resistant,0.9525,,,,,Hardened_Steel_Edge_modified_stronger,0.9512,,,,,Progressive_Five_Radius_Blend,0.9985,,0.0,0.9974,,T32M_FASE_Bindings_349_95_bundle_949_90,0.8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vz2522zK3z,Bataleon_part_of_Nidecker_Group,Tornado_Beyond_Medals,,0.8264,Mostly_Camber:0.8264|Medium_Camber_with_SideKick_Low_Nose_Tail_Uplift:0.1736,0.7,0.8000,,1049.99,0.9000,,0.0,0.9890,,United_Shapes_Cadet_Korua_Otto_K2_Manifest_Yes_Typo_Jones_Frontier_etc,0.9702,,Ultra_Glide_S_7000_grade_sintered,0.9000,,75.5,0.7600,,8.0,0.9548,,2026,0.9804,,30.0,0.7600,,6.9,0.7600,,Intermediate_Advanced,0.9000,,3.0,0.9974,,0.7,0.8000,,,,,Tor_Lundstrom_and_BYND_x_MDLS_crew,0.9969,,,,,SWS_Dubai,0.9713,SWS_Dubai:0.9713|Austria_Mothership:0.0255,0.7,0.9660,,7.0,0.8000,,25.4,0.7600,,81.0,0.7600,,118.9,0.7600,,7.1,0.7600,,30.4,0.7600,,,0.9500,,Bataleon,0.9608,,2x4_Inserts,0.9000,,Directional_Twin_elongated_nose_squared_tail,0.9548,,151_154_156_158MW_159_161W_164W,0.8625,151_154_156_158MW_159_161W_164W:0.8625|153_156_159_160W:0.0755|151_153_156_158MW_160W:0.0621,2027,0.9500,,Mens,0.9543,,Tri_Ax_three_way_fiberglass_weave,0.8622,,Mens_Snowboard,0.9543,,,0.9000,,,,,0.3,0.8000,,Plant_based_WEND_WAX_all_boards_2025_26,0.9579,,55.0,0.7600,,0.5,0.7000,,Carbon_Stringers_pop_edge_response_dampening,0.8622,,Urethane_Poured_FlexWalls_shock_absorption,0.9963,,0.85,0.8000,,A_grade_German_stainless_steel_28_inserts,0.8587,,3.2,0.8000,,Triple_radius_sidecut,0.9000,,,,,,,,0.2,0.9000,,Whatever_Beyond_Medals_variant,0.9804,,,,,0.75,0.8000,,0.7,0.8000,,,,,0.7,0.8000,,0.9,0.8000,,0.6,0.8000,,0.5,0.8000,
W52mkPZTDo,,T1,,0.9948,,0.65,0.7000,,899.99,0.9018,,0.5,0.7000,,CAPiTA_DOA_true_twin_am_freestyle,0.9620,,Sintered_EcoSpeed_HD_recycled,0.9948,,70.0,0.9968,,7.0,0.9873,,2003,0.8414,,29.2,0.6667,29.2:0.6667|29.9:0.3333,8.2,0.9968,,Intermediate_Advanced,0.6311,Intermediate_Advanced:0.6311|Intermediate:0.3689,2.0,0.9890,,,0.7309,,,,,Sam_Taxwood,0.9948,,,,,Built_with_100pct_solar_power,0.9702,,,,,,,,25.0,0.6667,25.0:0.6667|25.5:0.3333,80.0,0.6000,,,,,8.6,0.9968,,29.4,0.6667,29.4:0.6667|29.6:0.3333,,0.9018,,Nitro_AG,0.9948,,2x4_Inserts,0.9018,,Twin_symmetrical,0.9948,,152_155W_155MW_158MW_158W,0.9018,,2027,0.9018,,Mens,0.9873,,Bi_Lite_Laminates_bidirectional,0.9968,,Snowboard,0.9948,,,0.9018,,0.0,0.9948,,0.1,0.7309,,Made_with_100pct_solar_power,0.9948,,54.0,0.8000,,,,,,,,Ureshred_Sidewalls_polyurethane,0.9948,,0.7,0.7000,,Recycled_Railkiller_Edge_50pct_recycled_steel,0.9948,,2.2,0.7000,,Radial_single_radius,0.9948,,,,,Standard_2x4_not_channel,0.9018,,,,,,,,106.0,0.9968,,,,,,,,,,,,,,,,,,,,,,
WAmtBisp9i,Burton_Snowboards_founded_1977_Vermont,Custom_X,,0.9548,,0.8,0.7000,,769.99,0.9963,,0.8,0.8000,,Capita_Mega_Mercury_hybrid_camber_better_powder,0.8031,,Sintered_WFO_high_density,0.9588,,79.5,0.9001,,8.0,0.8440,8.0:0.8440|7.5:0.1560,2004,0.9974,,30.05,0.9001,,7.8,0.9001,,Expert,0.9510,,3.0,0.9963,,0.6,0.7000,,Lenticular_style_graphics_illusion_of_motion,0.8650,,Bruno_Penabranca,0.8329,,2720.0,0.9793,,Austria,0.9938,,0.85,0.9620,,3.0,0.8000,,25.2,0.9001,,79.5,0.8000,,119.5,0.9001,,7.9,0.9001,,,,,,0.9940,,Burton,0.9985,,The_Channel_single_slot,0.9548,,Directional,0.9549,,150_154_156_158_162_158W_162W_166W,0.9201,,2025,0.9923,,Mens,0.9940,,,,,Snowboard,0.9019,,,0.9001,,-12.5,0.9937,,0.4,0.8000,,Yes_B_Corporation,0.9865,,53.0,0.9001,,0.7,0.5946,Good_on_hard_snow:0.5946|Medium_lets_go_hard_patches:0.4054,45_degree_Carbon_Highlights_High_Voltage,0.9592,,,,,0.85,0.8000,,Frostbite_Edges_enhanced_edge_hold,0.8336,,5.5,0.7000,,,,,0.0,0.8654,,All_major_brands_optimized_Burton_EST,0.8336,,0.6,0.5455,6_out_of_10:0.5455|Average:0.4545,,,,124.5,0.8228,,,,,0.1,0.8000,,91.5,0.9793,,0.7,0.8000,,0.9,0.8000,,0.95,0.9000,,0.8,0.8000,
WJYliImzXL,CAPiTA_MFG,Spring_Break_Stairmaster,,0.8364,,0.6,0.7000,,899.99,0.8100,,0.5,0.8000,,Ride_TwinPig,0.9617,,Superdrive_ADV_Sintruded,0.8364,,72.5,0.8100,,5.5,0.7101,5.5:0.7101|6.5:0.2899,2006,0.8000,,29.9,0.8100,,8.1,0.8100,,Intermediate_to_Advanced,0.9517,,2.0,0.8000,,0.85,0.9000,,PLT_Topsheet_Technology_featherlight,0.7783,,Corey_Smith_Dr_Smith,0.9923,,,,,Austria_MotherShip_Feistritz,0.9969,,0.7,0.9985,,3.0,0.8000,,25.5,0.8100,,76.5,0.8000,,122.0,0.8100,,8.2,0.8100,,30.1,0.8100,,,0.9617,,CAPiTA,0.9963,,2x4_inserts,0.9556,,Twin_symmetrical,0.8100,,152_154_156_158_160_155W_158W,0.9853,152_154_156_158_160_155W_158W:0.9853|154_156_158_156W:0.0147,2027,0.8092,,Mens,0.6500,Mens:0.6500|Unisex:0.3500,Special_Blend_Fiberglass_Biax_Magic_Bean,0.9596,,Snowboard,0.9617,,,0.8100,,0.0,0.9911,,0.5,0.8000,,100pct_clean_energy_hydro_solar,0.9617,,55.9,0.8100,,0.7,0.8000,,4x20mm_Carbon_Aramid_Boosters,0.9963,,ABS_sidewall,0.9062,,0.75,0.8000,,None_standard_steel_edges_only,0.8638,,3.2,0.8000,,Radial_single_radius,0.8364,,0.0,0.9923,,,,,0.7,0.8000,,,,,,,,,,,0.7,0.8000,,,,,0.7,0.8000,,0.8,0.8000,,0.8,0.8000,,0.7,0.8000,
Wc72amuQ4U,Burton_Snowboards_Inc,Counterbalance_Deco,,0.9518,,0.8,0.7000,,759.99,0.9974,,1.0,0.9511,,Amplid_Souly_Grail_K2_Alchemist_US_Cadet_Jones_Flagship_Pro_etc,0.9594,,Sintered_WFO_high_density_wax_infused,0.9530,,,,,8.0,0.5418,8.0:0.5418|6.5:0.4582,,,,,,,,,,Intermediate,0.9505,,3.0,0.9998,,0.7,0.8000,,,,,Sophie_Sellstrom_art_deco_floral,0.9923,,,,,China_and_Austria,0.9025,China_and_Austria:0.9025|China:0.0975,0.85,0.9646,,7.0,0.8000,,,,,,,,,,,,,,,,,,0.9939,,Burton,0.9948,,The_Channel_Burton_all_major_bindings,0.9530,,Tapered_Directional,0.9931,,142_146_150_154_154W_158_158W_162_162W,0.9948,,2026,0.9994,,Unisex,0.9577,,45_degree_Carbon_Highlights_tip_to_tail,0.9929,,Snowboard,0.9939,,,0.9924,,-2.5,0.9505,,0.6,0.7000,,Reduces_carbon_footprint_50pct_vs_petroleum,0.9566,,,,,0.75,0.7000,,Dualzone_EGD_engineered_grain_direction,0.9560,,,,,0.8,0.8000,,Frostbite_Edges_extended_beneath_bindings,0.9548,,3.2,0.8000,,,,,8.0,0.9998,,Channel_compatible_all_major_brands_EST_only_with_Channel,0.9567,,,,,Combines_Deep_Thinker_Cartographer_original_Custom,0.5946,Combines_Deep_Thinker_Cartographer_original_Custom:0.5946|Replaces_Deep_Thinker_and_Free_Thinker:0.4054,,,,,,,0.5,0.8000,,,,,0.7,0.8000,,0.8,0.8000,,0.7,0.8000,,0.8,0.8000,
WcFu9U0WdM,Nitro_AG_Hunenberg_Switzerland,Phase,,0.9659,Cam_Out_Camber:0.9659|Hybrid_Camber:0.0341,0.55,0.7000,,799.99,0.9278,,0.5,0.8000,,Jones_Mountain_Twin_best_for_most_resort_riders,0.6035,,Premium_Extruded_FH_Base,0.9834,Premium_Extruded_FH_Base:0.9834|Sintered_Extruded_FH_Base:0.0166,65.0,0.9963,,6.0,0.9974,,2025,0.8000,,29.8,0.9963,,6.5,0.8000,,Intermediate_Advanced,0.9995,Intermediate_Advanced:0.9995|Intermediate:0.0005,2.0,0.9840,,,,,,,,,,,,,,,,,0.7,0.6000,,,,,,,,,,,,,,,,,,,,,0.9704,All_Mountain:0.9704|All_Mountain_Freeride:0.0296,Nitro,0.9963,,2x4_Inserts,0.9018,,Directional,0.8974,Directional:0.8974|Directional_Twin:0.1026,152mw_155mw_159mw_162w,0.9963,,2027_Season_2026_27,0.9983,,Mens,0.9050,,Bi_Lite_Laminates_biaxial,0.9964,,Snowboard,0.9963,,10.0,0.9963,,-15.0,0.9963,,,,,Made_with_100pct_Solar_Power,0.9994,,54.0,0.7000,,,,,No_carbon_reinforcement_unlike_Alternator,0.9988,,ABS_Sidewall_35pct_recycled_polymers,0.9996,,0.65,0.7000,,Recycled_Steel_Edge_50pct,0.9994,,,,,Dual_Degressive,0.9963,,,,,Nitro_Rambler_bindings,0.8639,,,,,,,,109.0,0.9963,,0.3,0.8000,,,,,,,,,,,,,,,,,,,
